drug_a	drug_b	cell_line	score	fold
MK-4541	VINORELBINE	DLD1	3.968916955	4
MK-4541	VINORELBINE	EFM192B	-13.270389197	4
MK-4541	VINORELBINE	ES2	11.127740494400001	4
MK-4541	VINORELBINE	HCT116	-22.021981691300002	4
MK-4541	VINORELBINE	HT144	-14.057543241600001	4
MK-4541	VINORELBINE	HT29	-18.3719280272	4
MK-4541	VINORELBINE	KPL1	-2.4988790506	4
MK-4541	VINORELBINE	LNCAP	3.4092346219	4
MK-4541	VINORELBINE	LOVO	-0.18855938519999998	4
MK-4541	VINORELBINE	MDAMB436	3.1579859952	4
MK-4541	VINORELBINE	MSTO	-31.2680576816	4
MK-4541	VINORELBINE	NCIH1650	7.0717553251	4
MK-4541	VINORELBINE	NCIH2122	-19.48779066	4
MK-4541	VINORELBINE	NCIH23	-10.071992311799999	4
MK-4541	VINORELBINE	NCIH460	7.6365323128	4
MK-4541	VINORELBINE	NCIH520	-2.3405064112000002	4
MK-4541	VINORELBINE	OCUBM	-4.512732152	4
MK-4541	VINORELBINE	OV90	23.691483498	4
MK-4541	VINORELBINE	OVCAR3	-34.517921513000005	4
MK-4541	VINORELBINE	PA1	-16.693829829400002	4
MK-4541	VINORELBINE	RKO	-11.042635923199999	4
MK-4541	VINORELBINE	RPMI7951	-15.3226362964	4
MK-4541	VINORELBINE	SKMEL30	5.2001428162	4
MK-4541	VINORELBINE	SKMES1	7.244943664199999	4
MK-4541	VINORELBINE	SKOV3	1.5315445657	4
MK-4541	VINORELBINE	SW620	-2.5598113545	4
MK-4541	VINORELBINE	SW837	-15.2696197691	4
MK-4541	VINORELBINE	T47D	-9.7309193431	4
MK-4541	VINORELBINE	UACC62	-16.3038921175	4
MK-4541	VINORELBINE	UWB1289BRCA1	-12.8613834765	4
MK-4541	VINORELBINE	UWB1289	-9.578621425	4
MK-4541	VINORELBINE	VCAP	-5.0697644613	4
MK-4541	VINORELBINE	ZR751	-29.2003368238	4
MK-4541	ZOLINZA	A2058	-3.0044059812	1
MK-4541	ZOLINZA	A2780	15.936599139	1
MK-4541	ZOLINZA	A375	-0.726728037	1
MK-4541	ZOLINZA	A427	-16.5289725077	1
MK-4541	ZOLINZA	CAOV3	31.677957307	1
MK-4541	ZOLINZA	COLO320DM	-87.1015170575	1
MK-4541	ZOLINZA	DLD1	6.8399846591	1
MK-4541	ZOLINZA	EFM192B	34.2437532986	1
MK-4541	ZOLINZA	ES2	-6.7519590172	1
MK-4541	ZOLINZA	HCT116	12.482042173900002	1
MK-4541	ZOLINZA	HT144	0.4444298368	1
MK-4541	ZOLINZA	HT29	21.7394220553	1
MK-4541	ZOLINZA	KPL1	14.051123848	1
MK-4541	ZOLINZA	LNCAP	-49.7410337516	1
MK-4541	ZOLINZA	LOVO	10.4135585637	1
MK-4541	ZOLINZA	MDAMB436	5.95328213	1
MK-4541	ZOLINZA	MSTO	-92.6281375847	1
MK-4541	ZOLINZA	NCIH1650	17.7957358341	1
MK-4541	ZOLINZA	NCIH2122	22.524596144	1
MK-4541	ZOLINZA	NCIH23	-5.4855448423	1
MK-4541	ZOLINZA	NCIH460	3.2893932816	1
MK-4541	ZOLINZA	NCIH520	0.629341802	1
MK-4541	ZOLINZA	OCUBM	-12.250595649800001	1
MK-4541	ZOLINZA	OV90	-5.7152393194	1
MK-4541	ZOLINZA	OVCAR3	36.5631573701	1
MK-4541	ZOLINZA	PA1	21.5274083742	1
MK-4541	ZOLINZA	RKO	21.871825799	1
MK-4541	ZOLINZA	RPMI7951	4.630975247	1
MK-4541	ZOLINZA	SKMEL30	16.6100609938	1
MK-4541	ZOLINZA	SKMES1	6.059182722999999	1
MK-4541	ZOLINZA	SKOV3	29.712429730500002	1
MK-4541	ZOLINZA	SW620	7.352566191699999	1
MK-4541	ZOLINZA	SW837	23.4437745978	1
MK-4541	ZOLINZA	T47D	28.3844174082	1
MK-4541	ZOLINZA	UACC62	9.594567291699999	1
MK-4541	ZOLINZA	UWB1289BRCA1	5.880205719299999	1
MK-4541	ZOLINZA	UWB1289	18.6907522735	1
MK-4541	ZOLINZA	VCAP	38.092234167600004	1
MK-4541	ZOLINZA	ZR751	-27.1993822514	1
MK-4827	ABT-888	A2058	-21.7095850302	4
MK-4827	ABT-888	A2780	-15.066826573	4
MK-4827	ABT-888	A375	-20.2568034614	4
MK-4827	ABT-888	A427	-9.7214488984	4
MK-4827	ABT-888	CAOV3	-44.0513795685	4
MK-4827	ABT-888	COLO320DM	2.7751858517000003	4
MK-4827	ABT-888	DLD1	-1.5071119724000002	4
MK-4827	ABT-888	EFM192B	-10.4230587808	4
MK-4827	ABT-888	ES2	-6.5522400067	4
MK-4827	ABT-888	HCT116	-2.9684798333999995	4
MK-4827	ABT-888	HT144	-27.3901260827	4
MK-4827	ABT-888	HT29	8.8040114682	4
MK-4827	ABT-888	KPL1	-2.9199675354	4
MK-4827	ABT-888	LNCAP	-50.2162014379	4
MK-4827	ABT-888	LOVO	-10.491603174	4
MK-4827	ABT-888	MDAMB436	-3.4156190528	4
MK-4827	ABT-888	MSTO	-10.9809492453	4
MK-4827	ABT-888	NCIH1650	-15.6508766429	4
MK-4827	ABT-888	NCIH2122	-3.193496465	4
MK-4827	ABT-888	NCIH23	-8.993707413300001	4
MK-4827	ABT-888	NCIH460	-13.333767373699999	4
MK-4827	ABT-888	NCIH520	-8.5968308722	4
MK-4827	ABT-888	OCUBM	10.9147497879	4
MK-4827	ABT-888	OV90	0.23490674949999998	4
MK-4827	ABT-888	OVCAR3	10.0254247712	4
MK-4827	ABT-888	PA1	-0.2937227797	4
MK-4827	ABT-888	RKO	-6.944775833	4
MK-4827	ABT-888	RPMI7951	-2.1465008772	4
MK-4827	ABT-888	SKMEL30	-3.0599675412000003	4
MK-4827	ABT-888	SKMES1	-6.998019040499999	4
MK-4827	ABT-888	SKOV3	0.17021365030000002	4
MK-4827	ABT-888	SW620	-4.8188074665	4
MK-4827	ABT-888	SW837	-60.441114644399995	4
MK-4827	ABT-888	T47D	-0.19848948260000002	4
MK-4827	ABT-888	UACC62	-14.4039094579	4
MK-4827	ABT-888	UWB1289BRCA1	1.2906974058	4
MK-4827	ABT-888	UWB1289	10.034085299600001	4
MK-4827	ABT-888	VCAP	-3.4814666755	4
MK-4827	ABT-888	ZR751	-18.8128831897	4
MK-4827	BEZ-235	A2058	0.5731306047	0
MK-4827	BEZ-235	A2780	10.7132148885	0
MK-4827	BEZ-235	A375	45.0631442921	0
MK-4827	BEZ-235	A427	16.191117517000002	0
MK-4827	BEZ-235	CAOV3	-2.5202599962	0
MK-4827	BEZ-235	COLO320DM	17.2663517529	0
MK-4827	BEZ-235	DLD1	11.8234590698	0
MK-4827	BEZ-235	EFM192B	9.3086787871	0
MK-4827	BEZ-235	ES2	7.6791536096	0
MK-4827	BEZ-235	HCT116	13.6970751099	0
MK-4827	BEZ-235	HT144	22.5142329719	0
MK-4827	BEZ-235	HT29	19.6270752429	0
MK-4827	BEZ-235	KPL1	17.759938756300002	0
MK-4827	BEZ-235	LNCAP	67.3045456986	0
MK-4827	BEZ-235	LOVO	13.131269671199998	0
MK-4827	BEZ-235	MDAMB436	22.9990069889	0
MK-4827	BEZ-235	MSTO	13.119232473	0
MK-4827	BEZ-235	NCIH1650	7.6778640734	0
MK-4827	BEZ-235	NCIH2122	14.8936563075	0
MK-4827	BEZ-235	NCIH23	-4.5279183017	0
MK-4827	BEZ-235	NCIH460	31.6641367571	0
MK-4827	BEZ-235	NCIH520	13.2667361593	0
MK-4827	BEZ-235	OCUBM	11.144234443699998	0
MK-4827	BEZ-235	OV90	10.6819271118	0
MK-4827	BEZ-235	OVCAR3	18.8899047583	0
MK-4827	BEZ-235	PA1	3.9921987493	0
MK-4827	BEZ-235	RKO	13.9373828606	0
MK-4827	BEZ-235	RPMI7951	17.486895808299998	0
MK-4827	BEZ-235	SKMEL30	25.039698188800003	0
MK-4827	BEZ-235	SKMES1	16.1096711408	0
MK-4827	BEZ-235	SKOV3	5.575054424099999	0
MK-4827	BEZ-235	SW620	5.0948782938	0
MK-4827	BEZ-235	SW837	11.0333226337	0
MK-4827	BEZ-235	T47D	110.10872821790001	0
MK-4827	BEZ-235	UACC62	17.1919347794	0
MK-4827	BEZ-235	UWB1289BRCA1	22.8535873094	0
MK-4827	BEZ-235	UWB1289	12.667173819	0
MK-4827	BEZ-235	VCAP	21.1435169599	0
MK-4827	BEZ-235	ZR751	13.616214926300001	0
MK-4827	BORTEZOMIB	A2058	1.361695813	1
MK-4827	BORTEZOMIB	A2780	-10.3967464015	1
MK-4827	BORTEZOMIB	A375	-22.390115455100002	1
MK-4827	BORTEZOMIB	A427	-8.6399533639	1
MK-4827	BORTEZOMIB	CAOV3	-21.7517234196	1
MK-4827	BORTEZOMIB	COLO320DM	-15.1582609851	1
MK-4827	BORTEZOMIB	DLD1	12.6360994215	1
MK-4827	BORTEZOMIB	EFM192B	2.9101240023000003	1
MK-4827	BORTEZOMIB	ES2	-19.9591629398	1
MK-4827	BORTEZOMIB	HCT116	1.871605669	1
MK-4827	BORTEZOMIB	HT144	-153.9406707298	1
MK-4827	BORTEZOMIB	HT29	-17.709527854	1
MK-4827	BORTEZOMIB	KPL1	3.3925145023	1
MK-4827	BORTEZOMIB	LNCAP	-151.2309128774	1
MK-4827	BORTEZOMIB	LOVO	4.8447941524	1
MK-4827	BORTEZOMIB	MDAMB436	11.3880138481	1
MK-4827	BORTEZOMIB	MSTO	36.1794612495	1
MK-4827	BORTEZOMIB	NCIH1650	-20.6808160052	1
MK-4827	BORTEZOMIB	NCIH2122	21.4552313145	1
MK-4827	BORTEZOMIB	NCIH23	-4.9512191816	1
MK-4827	BORTEZOMIB	NCIH460	14.5480177999	1
MK-4827	BORTEZOMIB	NCIH520	-32.4334882586	1
MK-4827	BORTEZOMIB	OCUBM	5.2910756032999995	1
MK-4827	BORTEZOMIB	OV90	-4.576218374100001	1
MK-4827	BORTEZOMIB	OVCAR3	12.6320528333	1
MK-4827	BORTEZOMIB	PA1	-13.1038688775	1
MK-4827	BORTEZOMIB	RKO	8.153918499	1
MK-4827	BORTEZOMIB	RPMI7951	-12.0944140378	1
MK-4827	BORTEZOMIB	SKMEL30	-1.8572475636	1
MK-4827	BORTEZOMIB	SKMES1	-13.014226774	1
MK-4827	BORTEZOMIB	SKOV3	3.5281746160000003	1
MK-4827	BORTEZOMIB	SW620	0.8189500941	1
MK-4827	BORTEZOMIB	SW837	-154.4375722041	1
MK-4827	BORTEZOMIB	T47D	-11.2295534018	1
MK-4827	BORTEZOMIB	UACC62	-3.5835164627999996	1
MK-4827	BORTEZOMIB	UWB1289BRCA1	2.8865816064999996	1
MK-4827	BORTEZOMIB	UWB1289	1.8010248858000002	1
MK-4827	BORTEZOMIB	VCAP	-8.9537815455	1
MK-4827	BORTEZOMIB	ZR751	2.0855471541	1
MK-4827	DASATINIB	A2058	15.1210535378	2
MK-4827	DASATINIB	A2780	65.13695998899999	2
MK-4827	DASATINIB	A375	31.8388014652	2
MK-4827	DASATINIB	A427	20.3377484185	2
MK-4827	DASATINIB	CAOV3	5.4047390665999995	2
MK-4827	DASATINIB	COLO320DM	15.4599275532	2
MK-4827	DASATINIB	DLD1	4.5268271522	2
MK-4827	DASATINIB	EFM192B	33.7831397192	2
MK-4827	DASATINIB	ES2	-4.5208603063999995	2
MK-4827	DASATINIB	HCT116	-4.7255662714	2
MK-4827	DASATINIB	HT144	-38.137914759299996	2
MK-4827	DASATINIB	HT29	26.4330759778	2
MK-4827	DASATINIB	KPL1	15.1249326352	2
MK-4827	DASATINIB	LNCAP	23.457347264299997	2
MK-4827	DASATINIB	LOVO	34.2985317436	2
MK-4827	DASATINIB	MDAMB436	28.896804912199997	2
MK-4827	DASATINIB	MSTO	90.8040615619	2
MK-4827	DASATINIB	NCIH1650	30.818656261799998	2
MK-4827	DASATINIB	NCIH2122	-48.853075973	2
MK-4827	DASATINIB	NCIH23	11.3384790081	2
MK-4827	DASATINIB	NCIH460	10.868828817699999	2
MK-4827	DASATINIB	NCIH520	55.1716373152	2
MK-4827	DASATINIB	OCUBM	-8.1769416011	2
MK-4827	DASATINIB	OV90	-5.8757228963	2
MK-4827	DASATINIB	OVCAR3	77.7320835994	2
MK-4827	DASATINIB	PA1	26.557828358800002	2
MK-4827	DASATINIB	RKO	23.7353555987	2
MK-4827	DASATINIB	RPMI7951	17.5732980632	2
MK-4827	DASATINIB	SKMEL30	-23.270051940100004	2
MK-4827	DASATINIB	SKMES1	0.9249674689	2
MK-4827	DASATINIB	SKOV3	-5.519415336000001	2
MK-4827	DASATINIB	SW620	37.056337833	2
MK-4827	DASATINIB	SW837	19.0086268452	2
MK-4827	DASATINIB	T47D	-15.383957313599998	2
MK-4827	DASATINIB	UACC62	4.8564385708	2
MK-4827	DASATINIB	UWB1289BRCA1	4.4406586874	2
MK-4827	DASATINIB	UWB1289	10.359945762899999	2
MK-4827	DASATINIB	VCAP	29.8427649276	2
MK-4827	DASATINIB	ZR751	27.370807755500003	2
MK-4827	DINACICLIB	A2058	-3.3243916759	0
MK-4827	DINACICLIB	A2780	5.8741739359	0
MK-4827	DINACICLIB	A375	-12.7571058904	0
MK-4827	DINACICLIB	A427	-5.512367031699999	0
MK-4827	DINACICLIB	CAOV3	-6.2878737252	0
MK-4827	DINACICLIB	COLO320DM	-15.088253339200001	0
MK-4827	DINACICLIB	DLD1	-9.242275932	0
MK-4827	DINACICLIB	EFM192B	-13.266428160899999	0
MK-4827	DINACICLIB	ES2	-18.769215638800002	0
MK-4827	DINACICLIB	HCT116	-8.4715509697	0
MK-4827	DINACICLIB	HT144	-6.7525883605	0
MK-4827	DINACICLIB	HT29	-5.7849395929	0
MK-4827	DINACICLIB	KPL1	4.5803383678	0
MK-4827	DINACICLIB	LNCAP	-1.8701287219999998	0
MK-4827	DINACICLIB	LOVO	-12.5359767616	0
MK-4827	DINACICLIB	MDAMB436	2.3345197631	0
MK-4827	DINACICLIB	MSTO	-2.5557381455000003	0
MK-4827	DINACICLIB	NCIH1650	2.2614138809	0
MK-4827	DINACICLIB	NCIH2122	10.5022199575	0
MK-4827	DINACICLIB	NCIH23	-12.9521422768	0
MK-4827	DINACICLIB	NCIH460	10.6814359469	0
MK-4827	DINACICLIB	NCIH520	-11.5718341594	0
MK-4827	DINACICLIB	OCUBM	-0.4639800333	0
MK-4827	DINACICLIB	OV90	-19.6587600338	0
MK-4827	DINACICLIB	OVCAR3	10.924376675	0
MK-4827	DINACICLIB	PA1	-7.550272929099999	0
MK-4827	DINACICLIB	RKO	1.1896953386	0
MK-4827	DINACICLIB	RPMI7951	-1.4308166689	0
MK-4827	DINACICLIB	SKMEL30	-6.960430131	0
MK-4827	DINACICLIB	SKMES1	0.1269233947	0
MK-4827	DINACICLIB	SKOV3	1.2519369923	0
MK-4827	DINACICLIB	SW620	-6.1380012311000005	0
MK-4827	DINACICLIB	SW837	-18.8343240238	0
MK-4827	DINACICLIB	T47D	-28.7977944622	0
MK-4827	DINACICLIB	UACC62	-0.1040407892	0
MK-4827	DINACICLIB	UWB1289BRCA1	-2.3584203998	0
MK-4827	DINACICLIB	UWB1289	-9.2576613351	0
MK-4827	DINACICLIB	VCAP	8.542395451	0
MK-4827	DINACICLIB	ZR751	3.0565088035000003	0
MK-4827	ERLOTINIB	A2058	13.739879124100002	4
MK-4827	ERLOTINIB	A2780	4.9261752345	4
MK-4827	ERLOTINIB	A375	11.320341911300002	4
MK-4827	ERLOTINIB	A427	-8.6758673114	4
MK-4827	ERLOTINIB	CAOV3	4.7903220498	4
MK-4827	ERLOTINIB	COLO320DM	1.070937792	4
MK-4827	ERLOTINIB	DLD1	-5.543391546900001	4
MK-4827	ERLOTINIB	EFM192B	9.4505767876	4
MK-4827	ERLOTINIB	ES2	-8.0903724203	4
MK-4827	ERLOTINIB	HCT116	1.2049970519	4
MK-4827	ERLOTINIB	HT144	4.508260175299999	4
MK-4827	ERLOTINIB	HT29	16.4535835677	4
MK-4827	ERLOTINIB	KPL1	23.5004557722	4
MK-4827	ERLOTINIB	LNCAP	-15.226972381300001	4
MK-4827	ERLOTINIB	LOVO	16.4102642018	4
MK-4827	ERLOTINIB	MDAMB436	12.5787736119	4
MK-4827	ERLOTINIB	MSTO	33.171630460500005	4
MK-4827	ERLOTINIB	NCIH1650	5.2902855577	4
MK-4827	ERLOTINIB	NCIH2122	20.4012692523	4
MK-4827	ERLOTINIB	NCIH23	-6.6302284167	4
MK-4827	ERLOTINIB	NCIH460	3.6390606614	4
MK-4827	ERLOTINIB	NCIH520	5.6604425387	4
MK-4827	ERLOTINIB	OCUBM	36.3793989075	4
MK-4827	ERLOTINIB	OV90	-10.5569310089	4
MK-4827	ERLOTINIB	OVCAR3	20.997830213	4
MK-4827	ERLOTINIB	PA1	3.1591569595999998	4
MK-4827	ERLOTINIB	RKO	2.9501553744	4
MK-4827	ERLOTINIB	RPMI7951	-2.4486194815999998	4
MK-4827	ERLOTINIB	SKMEL30	-3.5900551174	4
MK-4827	ERLOTINIB	SKMES1	10.006667349099999	4
MK-4827	ERLOTINIB	SKOV3	7.5147891191	4
MK-4827	ERLOTINIB	SW620	6.2989162815999995	4
MK-4827	ERLOTINIB	SW837	25.4834269638	4
MK-4827	ERLOTINIB	T47D	0.2270660412	4
MK-4827	ERLOTINIB	UACC62	4.8869189398	4
MK-4827	ERLOTINIB	UWB1289BRCA1	22.8335942825	4
MK-4827	ERLOTINIB	UWB1289	19.764714945	4
MK-4827	ERLOTINIB	VCAP	19.303506826	4
MK-4827	ERLOTINIB	ZR751	26.6192154096	4
MK-4827	GELDANAMYCIN	A2058	33.0257256486	3
MK-4827	GELDANAMYCIN	A2780	6.859486960599999	3
MK-4827	GELDANAMYCIN	A375	-23.7286425554	3
MK-4827	GELDANAMYCIN	A427	3.5153673950999997	3
MK-4827	GELDANAMYCIN	CAOV3	-11.244771676	3
MK-4827	GELDANAMYCIN	COLO320DM	14.9842595018	3
MK-4827	GELDANAMYCIN	DLD1	6.1509058199	3
MK-4827	GELDANAMYCIN	EFM192B	3.2470471245	3
MK-4827	GELDANAMYCIN	ES2	-1.2147575896	3
MK-4827	GELDANAMYCIN	HCT116	5.968614221699999	3
MK-4827	GELDANAMYCIN	HT144	-192.3795412676	3
MK-4827	GELDANAMYCIN	HT29	-1.8344160924000001	3
MK-4827	GELDANAMYCIN	KPL1	6.1882302166	3
MK-4827	GELDANAMYCIN	LNCAP	-146.8610115479	3
MK-4827	GELDANAMYCIN	LOVO	-17.2678117204	3
MK-4827	GELDANAMYCIN	MDAMB436	16.699981528	3
MK-4827	GELDANAMYCIN	MSTO	-9.0043306248	3
MK-4827	GELDANAMYCIN	NCIH1650	1.7164523906	3
MK-4827	GELDANAMYCIN	NCIH2122	7.423514473099999	3
MK-4827	GELDANAMYCIN	NCIH23	-14.190733859000002	3
MK-4827	GELDANAMYCIN	NCIH460	2.1245935418	3
MK-4827	GELDANAMYCIN	NCIH520	3.4185716111	3
MK-4827	GELDANAMYCIN	OCUBM	24.527542368699997	3
MK-4827	GELDANAMYCIN	OV90	-6.1912258667	3
MK-4827	GELDANAMYCIN	OVCAR3	57.8509458446	3
MK-4827	GELDANAMYCIN	PA1	9.536356871799999	3
MK-4827	GELDANAMYCIN	RKO	-2.7714834319999997	3
MK-4827	GELDANAMYCIN	RPMI7951	-2.867792917	3
MK-4827	GELDANAMYCIN	SKMEL30	9.59874505	3
MK-4827	GELDANAMYCIN	SKMES1	7.9613602205	3
MK-4827	GELDANAMYCIN	SKOV3	-6.6422677955	3
MK-4827	GELDANAMYCIN	SW620	2.1483090672	3
MK-4827	GELDANAMYCIN	SW837	-159.2956555545	3
MK-4827	GELDANAMYCIN	T47D	-21.712883149699998	3
MK-4827	GELDANAMYCIN	UACC62	-15.757386356600001	3
MK-4827	GELDANAMYCIN	UWB1289BRCA1	1.8156070256999999	3
MK-4827	GELDANAMYCIN	UWB1289	8.8975623561	3
MK-4827	GELDANAMYCIN	VCAP	17.3168148781	3
MK-4827	GELDANAMYCIN	ZR751	-11.9360223345	3
MK-4827	MK-2206	A2058	49.6182605652	1
MK-4827	MK-2206	A2780	29.6373575261	1
MK-4827	MK-2206	A375	24.405096870700003	1
MK-4827	MK-2206	A427	27.4896247443	1
MK-4827	MK-2206	CAOV3	19.3580261423	1
MK-4827	MK-2206	COLO320DM	20.034780378	1
MK-4827	MK-2206	DLD1	5.9013475649	1
MK-4827	MK-2206	EFM192B	10.12474232	1
MK-4827	MK-2206	ES2	-0.1430893356	1
MK-4827	MK-2206	HCT116	11.1831628196	1
MK-4827	MK-2206	HT144	10.0544586979	1
MK-4827	MK-2206	HT29	24.4498616747	1
MK-4827	MK-2206	KPL1	45.9186072057	1
MK-4827	MK-2206	LNCAP	-1.151403425	1
MK-4827	MK-2206	LOVO	12.7268404889	1
MK-4827	MK-2206	MDAMB436	16.5637648915	1
MK-4827	MK-2206	MSTO	13.1525743747	1
MK-4827	MK-2206	NCIH1650	14.4540772704	1
MK-4827	MK-2206	NCIH2122	58.4267009166	1
MK-4827	MK-2206	NCIH23	15.769930215599999	1
MK-4827	MK-2206	NCIH460	34.0863129935	1
MK-4827	MK-2206	NCIH520	19.847799933599998	1
MK-4827	MK-2206	OCUBM	34.6028670105	1
MK-4827	MK-2206	OV90	10.0556019051	1
MK-4827	MK-2206	OVCAR3	11.1932663366	1
MK-4827	MK-2206	PA1	70.6119109025	1
MK-4827	MK-2206	RKO	69.39351260939999	1
MK-4827	MK-2206	RPMI7951	15.701418641099998	1
MK-4827	MK-2206	SKMEL30	4.5039259565	1
MK-4827	MK-2206	SKMES1	28.6412566456	1
MK-4827	MK-2206	SKOV3	16.373554830299998	1
MK-4827	MK-2206	SW620	36.544120005	1
MK-4827	MK-2206	SW837	33.267892761999995	1
MK-4827	MK-2206	T47D	11.826622951300001	1
MK-4827	MK-2206	UACC62	11.1528386391	1
MK-4827	MK-2206	UWB1289BRCA1	6.9735978421	1
MK-4827	MK-2206	UWB1289	26.7958551764	1
MK-4827	MK-2206	VCAP	23.965004052399998	1
MK-4827	MK-2206	ZR751	22.465102093800002	1
MK-4827	MK-8669	A2058	10.3410755451	2
MK-4827	MK-8669	A2780	21.784502347399997	2
MK-4827	MK-8669	A375	43.9802701347	2
MK-4827	MK-8669	A427	33.201222101	2
MK-4827	MK-8669	CAOV3	-3.4461070707999997	2
MK-4827	MK-8669	COLO320DM	17.2187061246	2
MK-4827	MK-8669	DLD1	6.8546679561	2
MK-4827	MK-8669	EFM192B	57.0647837307	2
MK-4827	MK-8669	ES2	9.8198538166	2
MK-4827	MK-8669	HCT116	2.3863252571	2
MK-4827	MK-8669	HT144	10.6476492977	2
MK-4827	MK-8669	HT29	31.8364796546	2
MK-4827	MK-8669	KPL1	34.3416055129	2
MK-4827	MK-8669	LNCAP	6.714482689	2
MK-4827	MK-8669	LOVO	22.085575074	2
MK-4827	MK-8669	MDAMB436	19.7708985863	2
MK-4827	MK-8669	MSTO	-6.9940622148000005	2
MK-4827	MK-8669	NCIH1650	22.6890278169	2
MK-4827	MK-8669	NCIH2122	28.829468245799998	2
MK-4827	MK-8669	NCIH23	18.7636458611	2
MK-4827	MK-8669	NCIH460	10.826070543	2
MK-4827	MK-8669	NCIH520	9.909229782	2
MK-4827	MK-8669	OCUBM	32.8748482364	2
MK-4827	MK-8669	OV90	14.040018126300001	2
MK-4827	MK-8669	OVCAR3	47.267399060100004	2
MK-4827	MK-8669	PA1	18.1028731309	2
MK-4827	MK-8669	RKO	33.378765832199996	2
MK-4827	MK-8669	RPMI7951	19.8565546335	2
MK-4827	MK-8669	SKMEL30	23.8763470697	2
MK-4827	MK-8669	SKMES1	20.557761650499998	2
MK-4827	MK-8669	SKOV3	22.8494118679	2
MK-4827	MK-8669	SW620	24.0365111416	2
MK-4827	MK-8669	SW837	17.1475873045	2
MK-4827	MK-8669	T47D	34.45598785	2
MK-4827	MK-8669	UACC62	10.854619547999999	2
MK-4827	MK-8669	UWB1289BRCA1	-11.841562036300001	2
MK-4827	MK-8669	UWB1289	27.9579579223	2
MK-4827	MK-8669	VCAP	34.6981351544	2
MK-4827	MK-8669	ZR751	25.7440428633	2
MK-4827	MK-8776	A2058	76.2309381833	1
MK-4827	MK-8776	A2058	43.2082087235	1
MK-4827	MK-8776	A2780	21.630694643600002	1
MK-4827	MK-8776	A375	38.7263022348	1
MK-4827	MK-8776	A375	27.992960209699998	1
MK-4827	MK-8776	A427	3.0520119819	1
MK-4827	MK-8776	A427	-12.058384399200001	1
MK-4827	MK-8776	CAOV3	22.3785855715	1
MK-4827	MK-8776	CAOV3	31.9172784272	1
MK-4827	MK-8776	COLO320DM	13.4744359444	1
MK-4827	MK-8776	COLO320DM	-4.7768013349	1
MK-4827	MK-8776	DLD1	7.1986442525	1
MK-4827	MK-8776	EFM192B	3.2686031657999997	1
MK-4827	MK-8776	EFM192B	-12.039964543699998	1
MK-4827	MK-8776	ES2	-20.6824520764	1
MK-4827	MK-8776	ES2	-53.037061675100006	1
MK-4827	MK-8776	HCT116	17.3695902069	1
MK-4827	MK-8776	HCT116	16.883381778900002	1
MK-4827	MK-8776	HT144	21.766350885700003	1
MK-4827	MK-8776	HT29	7.332799174	1
MK-4827	MK-8776	HT29	-5.4425791779	1
MK-4827	MK-8776	KPL1	10.0663280248	1
MK-4827	MK-8776	LNCAP	-12.098746471199998	1
MK-4827	MK-8776	LOVO	4.5397605908	1
MK-4827	MK-8776	LOVO	-25.490683605300003	1
MK-4827	MK-8776	MDAMB436	25.6577740145	1
MK-4827	MK-8776	MSTO	11.080321531700001	1
MK-4827	MK-8776	NCIH1650	-0.0289541696	1
MK-4827	MK-8776	NCIH1650	-14.9389934771	1
MK-4827	MK-8776	NCIH2122	1.6245730714	1
MK-4827	MK-8776	NCIH2122	-28.500799570100003	1
MK-4827	MK-8776	NCIH23	-1.4875251238999998	1
MK-4827	MK-8776	NCIH23	-7.9617341085	1
MK-4827	MK-8776	NCIH460	18.9264572621	1
MK-4827	MK-8776	NCIH520	16.9675540225	1
MK-4827	MK-8776	OCUBM	58.416618151499996	1
MK-4827	MK-8776	OV90	7.2784628524	1
MK-4827	MK-8776	OVCAR3	61.0277963504	1
MK-4827	MK-8776	PA1	30.5309319448	1
MK-4827	MK-8776	PA1	-7.9998057247	1
MK-4827	MK-8776	RKO	11.457002721199999	1
MK-4827	MK-8776	RPMI7951	-6.406523711599999	1
MK-4827	MK-8776	SKMEL30	23.4368935032	1
MK-4827	MK-8776	SKMES1	-1.7422505974	1
MK-4827	MK-8776	SKOV3	6.0850015382	1
MK-4827	MK-8776	SW620	12.601343229500001	1
MK-4827	MK-8776	SW620	2.4870077719999997	1
MK-4827	MK-8776	SW837	-11.4530259219	1
MK-4827	MK-8776	T47D	-14.8138128556	1
MK-4827	MK-8776	UACC62	7.9143177614999995	1
MK-4827	MK-8776	UWB1289BRCA1	-30.1451500048	1
MK-4827	MK-8776	UWB1289	-14.4285337696	1
MK-4827	MK-8776	VCAP	18.5837193932	1
MK-4827	MK-8776	ZR751	7.2023688087	1
MK-4827	OXALIPLATIN	A2058	17.4993954527	0
MK-4827	OXALIPLATIN	A2780	1.1420241683	0
MK-4827	OXALIPLATIN	A375	-13.1240341572	0
MK-4827	OXALIPLATIN	A427	-12.0845421755	0
MK-4827	OXALIPLATIN	CAOV3	-10.6933930594	0
MK-4827	OXALIPLATIN	COLO320DM	11.1469090172	0
MK-4827	OXALIPLATIN	DLD1	-9.4798459173	0
MK-4827	OXALIPLATIN	EFM192B	-0.953767123	0
MK-4827	OXALIPLATIN	ES2	-11.943185286199999	0
MK-4827	OXALIPLATIN	HCT116	13.2061137678	0
MK-4827	OXALIPLATIN	HT144	-12.9040379149	0
